code,name,justification,evidences,cost_level,efficiency_level,cause_problem_codes,reference_urls,department_ids,product_ids
INI0030,Prevención de la delincuencia mediante el diseño urbano (CPTED),"Implica la realización de intervenciones territoriales de carácter urbano, dirigidas a modificar las condiciones del entorno y generar así condiciones situacionales capaces de dificultar la ocurrencia de actos de delincuencia y violencia y reducir estos índices a medio y largo plazo. En muchos casos, las intervenciones CPTED tienen como objetivo construir un sentido de comunidad y favorecer la ocupación de espacios públicos y/o compartidos, reduciendo la sensación de inseguridad y disuadiendo la delincuencia. Estas intervenciones van desde la implementación de diseños de calles que reduzcan la posibilidad de flujo de tráfico, la mejora de plazas y espacios públicos, el diseño de urbanizaciones asequibles, hasta proyectos a gran escala en favelas. En otros casos, pueden incluir programas mixtos en los que participan las fuerzas policiales (policía de proximidad, policía de barrio, policía de puntos calientes) y programas de inversión en infraestructuras urbanas y sociales en estas zonas de intervención.","Existen evidencias de que la aplicación de estrategias CPTED está asociada a efectos positivos en la reducción de la delincuencia urbana, los índices de violencia y el aumento de la sensación de seguridad. Las evidencias más consistentes se encuentran en la renovación de viviendas y la restauración y revitalización de edificios y terrenos.",,promising,"DC0023-PE0005,DC0034-PE0008,DC0034-PE0007,DC0037-PE0012,DC0037-PE0011,DC0023-PE0017,DC0023-PE0023,DC0047-PE0025","https://plataformadeevidencias.iadb.org/pt-br/tipos-solucoes/prevencao-do-crime-atraves-do-desenho-ambiental-cpted,https://www.college.police.uk/guidance/interventions-reduce-violence-against-women-and-girls-vawg-public-spaces/physical-environment-interventions,https://www.rhiweb.org/documents/safety/cpted_evaluation.pdf,https://popcenter.asu.edu/content/using-cpted-problem-solving,https://www.riskterrainmodeling.com/,https://www.cpted.net/","1,4,6","47,67"
INI0031,Sistemas integrados de videovigilancia,"Incluye la implantación de sistemas de videovigilancia, mediante la instalación de cámaras en algunos de los principales puntos de la ciudad, en función de su representatividad y/o relevancia en la incidencia, sobre todo, de los delitos contra la propiedad. Estos sistemas tienen como principal objetivo aumentar la sensación de seguridad, disuadir comportamientos delictivos y ayudar en la investigación de los delitos. Cuando se integran con los Centros de Mando y Control (CCO), con vigilancia las 24 horas del día, ayudan a las fuerzas de seguridad a vigilar los ""puntos calientes"", al tiempo que colaboran en la gestión del tráfico, la protección civil y otros servicios municipales, como la limpieza y la poda de árboles.","La eficacia varía en función del tipo de lugar en el que se despliega, así como del tipo de problema que pretende abordar. En general, puede decirse que es más eficaz para prevenir los delitos contra la propiedad en los aparcamientos y menos eficaz en el centro de las ciudades, las viviendas y el transporte público. No hay evidencias de su impacto en la delincuencia violenta y el desorden.",,mixed_evidence,"DC0023-PE0005,DC0034-PE0008,DC0034-PE0007,DC0044-PE0015,DC0041-PE0016,DC0044-PE0016,DC0023-PE0017,DC0041-PE0017,DC0044-PE0017,DC0044-PE0018,DC0044-PE0021,DC0041-PE0022,DC0044-PE0022,DC0023-PE0023,DC0041-PE0023,DC0044-PE0023,DC0047-PE0025","https://plataformadeevidencias.iadb.org/pt-br/tipos-solucoes/cameras-de-videomonitoramento,https://cebcp.org/evidence-based-policing/what-works-in-policing/research-evidence-review/cctv","1,8","40,41,67"
INI0032,Instalación/mejora del alumbrado público en puntos calientes,"Se trata de programas destinados a instalar y/o mejorar la distribución, potencia y/o cobertura del servicio de alumbrado en las vías públicas situadas en las zonas más sensibles y/o de mayor riesgo de delincuencia (especialmente delitos contra la propiedad - robos y hurtos). Los objetivos son favorecer una mayor ocupación de los espacios públicos por parte de la población, reducir la sensación de inseguridad y disuadir la delincuencia. Estos programas se basan en la premisa de que la falta de iluminación favorece el factor sorpresa de la acción delictiva, además de dificultar la identificación del autor y alejar a la población de las calles y espacios públicos.","La eficacia varía según el tipo de problema que se aborde (resultado analizado). Hay evidencias de que reduce la incidencia de los delitos contra la propiedad (especialmente los robos en viviendas y los hurtos en general). Sin embargo, no hay evidencias de su impacto en la delincuencia violenta.",,mixed_evidence,"DC0023-PE0005,DC0034-PE0008,DC0034-PE0007,DC0023-PE0017,DC0023-PE0023,DC0047-PE0025","https://plataformadeevidencias.iadb.org/pt-br/tipos-solucoes/iluminacao-publica,https://urbanlabs.uchicago.edu/attachments/e95d751f7d91d0bcfeb209ddf6adcb4296868c12/store/cca92342e666b1ffb1c15be63b484e9b9687b57249dce44ad55ea92b1ec0/lights_04242016.pdf","1,8","38,39"
INI0033,Sistema de lectura de matrículas de vehículos y de vallado de seguridad inteligente,"Incluye la implantación de sistemas de vallado electrónico mediante el despliegue de lectores de matrículas en todas las entradas y salidas de la ciudad, así como en puntos clave como puentes y peajes. Además de alertar del paso de vehículos previamente matriculados, el sistema puede elaborar análisis de inteligencia sobre el comportamiento de los vehículos que entran o salen de la ciudad, cruzando esta información con incidentes delictivos, con el objetivo de apoyar la identificación y seguimiento de vehículos utilizados por delincuentes, así como la identificación de vehículos clonados.","Ha tenido un impacto positivo en la mejora de la identificación de vehículos, pero no hay evidencias de efectos estadísticamente significativos sobre la delincuencia, ni evidencias concluyentes de un aumento de la capacidad de la policía para resolver delitos. En general, los estudios experimentales realizados hasta la fecha no han encontrado diferencias estadísticamente significativas entre las zonas cubiertas por la tecnología y las zonas de control, donde no se aplica, en cuanto a la incidencia de resultados como el robo de coches.",,no_effect,"DC0041-PE0016,DC0044-PE0016,DC0044-PE0018,DC0041-PE0022,DC0044-PE0022","https://plataformadeevidencias.iadb.org/pt-br/tipos-solucoes/leitor-de-placas-de-veiculos,https://segpublica.com.br/o-que-e-o-cercamento-eletronico-e-como-ele-pode-contribuir-com-a-seguranca-publica/","1,8","35,36,67"
INI0035,Visitas preventivas y fomento del uso de equipos de seguridad privada,"Se trata de iniciativas que implican una acción proactiva y preventiva por parte de las agencias de seguridad, las cuales, mediante la identificación de lugares (zonas residenciales o comerciales) que sufren de forma desproporcionada la revictimización, organizan visitas a las zonas más sensibles y/o de mayor riesgo con el objetivo de debatir y asesorar a los establecimientos comerciales y/o a los hogares sobre cómo adoptar soluciones para prevenir los robos y hurtos. Entre ellas se incluye el fomento del uso de equipos privados destinados principalmente a prevenir la ocurrencia de robos y hurtos, ya sea en viviendas, comercios, oficinas o vehículos. Este equipamiento incluye diversos tipos de soluciones, como el refuerzo de puertas, cerraduras y ventanas, alarmas, control de acceso a edificios y/o vías públicas, cierre de descampados y callejones, instalación de etiquetas de alarma en los productos expuestos en los comercios, entre otras.","La eficacia varía en función del tipo de equipo desplegado, así como del tipo de problema que se aborde. Por ejemplo, el uso de equipos de control de acceso en unidades y/o zonas residenciales (""barreras de acceso"") ha tenido un impacto positivo en la reducción de los índices de robos en viviendas, mientras que aún no es posible determinar la eficacia del uso de etiquetas electrónicas para reducir la incidencia de los hurtos en tiendas (aunque hay evidencias que sugieren que las etiquetas más visibles pueden asociarse a una mayor eficacia, en comparación con las etiquetas menos visibles).",,mixed_evidence,"DC0023-PE0005,DC0040-PE0014,DC0042-PE0015,DC0040-PE0020,DC0042-PE0021","https://plataformadeevidencias.iadb.org/index.php/pt-br/tipos-solucoes/barreiras-de-acesso,https://plataformadeevidencias.iadb.org/index.php/pt-br/tipos-solucoes/etiquetas-de-varejo,https://www.college.police.uk/research/crime-reduction-toolkit/environmental-design",1,"76,67"
INI0036,Regulación de la venta de alcohol,"Son programas que articulan acciones dirigidas a desincentivar la venta y el consumo de alcohol, con el fin de reducir los daños causados por el consumo excesivo, como accidentes de tráfico, violencia interpersonal y alteración del orden público, entre otros. Estos programas pueden incluir acciones legales y/o administrativas para limitar los horarios de venta de bebidas alcohólicas (estableciendo restricciones en los horarios, días y lugares autorizados), o dirigidas a hacer subir el precio de dichos productos, desincentivando su demanda (a través del sistema de impuestos y tasas, por ejemplo).","La eficacia varía según el tipo de normativa aplicada. En el caso de la limitación de las horas de venta (y/o consumo) de bebidas alcohólicas, las evidencias suelen ser contradictorias. Aunque hay indicios de que es capaz de generar reducciones en los daños relacionados con el alcohol, aún se necesitan estudios más rigurosos para establecer su eficacia en la reducción de la violencia interpersonal. Por otro lado, cuando se trata de regular los precios (aumentando los impuestos, por ejemplo), las evidencias son prometedoras, en el sentido de que las iniciativas se han asociado a impactos positivos tanto en términos de reducción del consumo de alcohol en sí (y de los daños causados por éste), como de la incidencia de la violencia interpersonal.",,mixed_evidence,"DC0016-PE0003,DC0028-PE0006,DC0029-PE0006","https://plataformadeevidencias.iadb.org/pt-br/tipos-solucoes/limitacao-da-venda-de-bebidas-alcoolicas,https://plataformadeevidencias.iadb.org/pt-br/tipos-solucoes/precificacao-de-bebidas-alcoolicas,https://revista.forumseguranca.org.br/index.php/rbsp/article/view/125/122",1,"57,67,24"
INI0037,Regulación de las armas de fuego,"Se trata de iniciativas destinadas a regular y restringir la posesión y el porte de armas por parte de civiles, con el fin de reducir las oportunidades de acceso a estas armas por parte de ""actores motivados"" y reducir así los índices de delincuencia violenta y letal. En primer lugar, estas iniciativas pueden implicar estrategias basadas en la comunidad, estructuradas sobre la base de un enfoque preventivo y un enfoque típico de salud pública, que incluye campañas públicas y esfuerzos de comunicación para aumentar la información, la formación y promover el almacenamiento seguro de las armas de fuego a través de campañas y publicidad. Además de este esfuerzo comunitario, también existen alternativas en términos de políticas legales y policiales, que implican la promulgación y aplicación práctica de leyes y medidas administrativas destinadas a regular y restringir la posesión y el porte de armas por parte de civiles.","La eficacia varía según el tipo de programa. En general, los programas centrados en campañas de recompra de armas no producen efectos significativos (de media). Por otro lado, las restricciones legales (como la comprobación de antecedentes, por ejemplo) producen un efecto estadísticamente significativo, aunque pequeño, a favor de la reducción de la violencia armada. Por último, las campañas relacionadas con el esfuerzo por aplicar y ""hacer cumplir"" estas leyes (""enforcement"") son las más eficaces en general.",,promising,"DC0001-PE0001,DC0019-PE0003,DC0001-PE0005","https://plataformadeevidencias.iadb.org/pt-br/tipos-solucoes/regulacao-de-armas-de-fogo,https://revista.forumseguranca.org.br/index.php/rbsp/article/view/1473,https://soudapaz.org/wp-content/uploads/2019/11/como_fazer_uma_campanha_de_recolhimento_1.pdf,https://forumseguranca.org.br/wp-content/uploads/2022/09/sumario-executivo-armas-fogo-homicidios-no-brasil.pdf",1,"56,67,24"
INI0038,Interruptores de la violencia (Cure Violence),"El programa ""Cure violence"" se basa en un concepto originario de la epidemiología, que aborda la violencia como una enfermedad infecciosa, en el sentido de que presenta tres características fundamentales: la aglomeración (se produce en lugares y momentos concretos), la autorreplicación (parece multiplicarse ""de forma autónoma"" si no se interrumpe) y la presencia de ondas epidémicas (concentración, en un breve periodo de tiempo, de un volumen significativo de sucesos). Por lo tanto, este tipo de intervención se centra en articular acciones destinadas a interrumpir el siguiente suceso (la siguiente ""transmisión"", es decir, la siguiente actividad violenta). Para ello, estos programas actúan sobre el foco más inminente de violencia en la comunidad, trabajando directamente con los jóvenes miembros de pandillas y grupos violentos que presentan un alto riesgo de ser autores o víctimas de violencia armada, buscando evitar que se produzcan episodios de violencia entre los grupos. El programa lo hace a través de líderes comunitarios identificados con el perfil adecuado. Estas personas reciben formación para actuar como ""desconectores de violencia"" e intervenir en las crisis, mediando en las disputas entre individuos, interviniendo en las disputas entre grupos y trabajando para evitar que se inicie el ciclo de violencia de represalia tras un posible nuevo incidente, además de apoyar la conexión entre estas personas y la red de servicios públicos. El programa se basa en el concepto formulado originalmente en 1999 por el médico Gary Slutkin y aplicado inicialmente en una de las comunidades más violentas de Chicago (EE.UU.).","Existen indicios preliminares de que puede tener efectos positivos en la reducción de la predisposición a la violencia y la incidencia de delitos violentos y tiroteos. Sin embargo, aún se necesitan estudios más sólidos para confirmar este potencial.",,promising,"DC0002-PE0001,DC0003-PE0001,DC0004-PE0001,DC0015-PE0002,DC0003-PE0004,DC0004-PE0004,DC0002-PE0024","https://plataformadeevidencias.iadb.org/es/tipos-solucoes/interruptores-de-la-violencia-cure-violence,https://publications.iadb.org/en/evaluating-cure-violence-trinidad-and-tobago,https://cvg.org/,https://www.washingtonpost.com/news/wonk/wp/2015/10/02/why-violence-is-contagious-and-should-be-treated-like-a-disease/,https://plataformadeevidencias.iadb.org/es/tipos-solucoes/interruptores-de-la-violencia-cure-violence,https://popcenter.asu.edu/content/gun-violence-among-serious-young-offenders-0","1,6,26","7,66"
INI0039,Intervención integrada contra pandillas,"Se trata de una estrategia que la Oficina de Prevención de la Delincuencia Juvenil del Departamento de Justicia de EE.UU. (OJJDP/DoJ) recomienda como solución para que los municipios estadounidenses hagan frente a los problemas generados por bandas y grupos violentos implicados en actividades ilegales y/o grupos que ejercen un dominio territorial ilegal (y violento) sobre comunidades socialmente vulnerables. Estas estrategias integran acciones globales, que movilizan componentes de prevención (movilización comunitaria, prestación de servicios sociales, programas estructurados de tiempo libre) y represión (vigilancia y mayor presencia policial en los territorios dominados, órdenes de alejamiento y aplicación gradual de sanciones), y pueden implicar también acciones de planificación urbana en las zonas de intervención.","La eficacia varía en función de la modalidad, así como del tipo de problema que se aborde. Los programas más eficaces son los que se centran en un grupo objetivo específico y en las situaciones más graves (centrados en reducir los homicidios causados por enfrentamientos entre grupos violentos, por ejemplo). Por otro lado, los programas comunitarios más amplios no han mostrado resultados positivos en general.",,mixed_evidence,"DC0002-PE0001,DC0015-PE0002,DC0002-PE0024","https://plataformadeevidencias.iadb.org/pt-br/casos-avaliados/programa-de-reducao-de-violencia-entre-gangues-de-little-village-chicago-eua,https://plataformadeevidencias.iadb.org/pt-br/casos-avaliados/programa-para-reducao-de-gangues-de-los-angeles,https://nationalgangcenter.ojp.gov/comprehensive-gang-model,https://vrnclearinghousefiles.blob.core.windows.net/documents/OJJDP%20gang%20model.pdf","1,5,6,8,26","8,67,24,27,44"
INI0045,Sistema de detección de disparos de armas de fuego,"Se trata de un sistema de audiovigilancia que detecta los disparos. Se instalan varios sensores en una zona determinada de comunidades con altos índices de homicidios y tiroteos. Estos sistemas están dotados de tecnologías capaces de señalar el lugar exacto desde el que se han efectuado los disparos y enviar esta información y el audio de los disparos a una central (un Centro de Mando y Control o un Centro de Monitoreo, por ejemplo), facilitando una respuesta rápida por parte de las fuerzas policiales. El sistema también puede integrarse con cámaras de vídeo, que pueden desplazarse hacia el origen de los disparos.","Las evidencias son contradictorias. En primer lugar, porque algunas evaluaciones de impacto sugieren que esta intervención se asocia generalmente a una mayor precisión de los datos relacionados con sucesos en los que se han producido descargas de armas de fuego, a una reducción de los tiempos de respuesta y a un mayor volumen de pruebas recogidas; sin embargo, el impacto sobre la delincuencia se considera desigual, aunque la práctica sea generalmente rentable. Además, las evidencias también pueden variar según la forma de medición utilizada. Un estudio de evaluación de impacto del caso de la aplicación de la tecnología en San Luis (EE.UU.) encontró un impacto positivo en la reducción de tiroteos (cuando se midió a través de los informes recogidos de los ciudadanos), pero fue incapaz de encontrar evidencias de un impacto en los delitos cometidos con armas de fuego (según los informes de los registros policiales).",,mixed_evidence,"DC0001-PE0001,DC0004-PE0001,DC0004-PE0004,DC0001-PE0005","https://www.ojp.gov/sites/g/files/xyckuh241/files/archives/ncjrs/fs000201.pdf,https://www.dhs.gov/sites/default/files/2023-08/23_0810_st_Gunshot_Detection_Systems.pdf,https://www.smart-policing.com/sites/default/files/2022-11/2022-SPI_POP-GunAcoustic_FINAL.pdf,https://policycommons.net/artifacts/630550/implementing-gunshot-detection-technology/1611791/,https://www.soundthinking.com/blog/addressing-gun-violence-with-soundthinking-in-latin-america/","1,6","37,42,67"
INI0046,Vigilancia centrada en el desorden y la alteración del orden público,"Los programas policiales centrados en el desorden y los disturbios, también conocidos como policía de las ventanas rotas o policía del orden público, parten de la premisa de que reduciendo el desorden y la incidencia de las faltas y los delitos menores en una comunidad determinada, es posible no sólo mejorar la calidad de vida de los ciudadanos, sino también reducir los delitos más graves. A pesar de ser una de las formas más tradicionales y conocidas de policía preventiva, es también una de las más controvertidas. Esto se debe a que este tipo de intervención puede aplicarse de diferentes maneras, como implicando a la comunidad en la resolución de problemas, aplicando sanciones administrativas o estrategias represivas de Tolerancia Cero, que abogan por aumentar el encarcelamiento con largas condenas incluso por delitos menores. En ambas opciones, la pauta es que la policía esté constantemente presente (y no sólo respondiendo a llamadas de emergencia) en las comunidades donde se llevan a cabo las operaciones, mediante patrullas a pie y centrándose en los pequeños delitos y desórdenes que afectan a estas comunidades. Sin embargo, en el primer caso (asociado a la policía comunitaria resolutiva), se privilegia la construcción de redes de comunicación y diálogo con la comunidad, facilitando y favoreciendo la participación de líderes y organizaciones en la planificación y seguimiento de las acciones, y las sanciones, cuando son necesarias, se realizan preferentemente a través del uso del derecho administrativo (multas y prohibición de locales comerciales, por ejemplo) y no del derecho penal.","Ha sido eficaz para reducir los delitos contra la propiedad, los delitos violentos, los delitos relacionados con las drogas y el desorden urbano. El enfoque de ""ventanas rotas"" a través de una policía de proximidad orientada a la resolución de problemas es más de cinco veces más eficaz para reducir la delincuencia que las prácticas de ""tolerancia cero"" (que, en general, no muestran ninguna evidencia de eficacia). Además de reducir la delincuencia en la zona de intervención, también se reduce la delincuencia en las zonas subyacentes y cercanas a la intervención, sin que se produzca un desplazamiento espacial perceptible de la delincuencia a otras zonas.",,promising,"DC0037-PE0012,DC0037-PE0011,DC0047-PE0025","https://plataformadeevidencias.iadb.org/pt-br/tipos-solucoes/policiamento-com-foco-em-desordem-e-perturbacao-do-sossego,https://cebcp.org/evidence-based-policing/what-works-in-policing/research-evidence-review/broken-windows-policing/,https://www.theatlantic.com/magazine/archive/1982/03/broken-windows/304465/,https://popcenter.asu.edu/content/disorderly-youth-public-places-0,https://popcenter.asu.edu/content/abandoned-buildings-and-lots-0,https://www.college.police.uk/research/what-works-policing-reduce-crime/zero-tolerance,https://discovery.ucl.ac.uk/id/eprint/1393275/2/Problem%20solving%20for%20neighbourhood%20policing%20v2.pdf",1,"67,24"
INI0048,Policiamiento comunitario,"Los proyectos de policía comunitaria pretenden fundamentalmente acercar la policía a los residentes mediante el refuerzo de las redes y los líderes comunitarios, con el fin de empoderar a las comunidades dándoles una mayor participación en la definición de las prioridades policiales. Como tal, el objetivo fundamental es promover la eficacia colectiva (solidaridad y protección del espacio público), lo que presupone la existencia de un capital social consolidado entre los ciudadanos, la policía y las organizaciones locales públicas y privadas. Como resultado, algunos enfoques han fomentado la aplicación de lo que se conoce como ""policía comunitaria orientada a la resolución de problemas"", que combina las premisas del enfoque comunitario con las de la policía orientada a la resolución de problemas (POP).","Hay indicios de que han mejorado los niveles de satisfacción con la policía y la legitimidad de la policía, pero no hay evidencias de un impacto en la delincuencia o el miedo a la delincuencia.",,mixed_evidence,"DC0045-PE0024,DC0046-PE0024,DC0045-PE0025,DC0046-PE0026,DC0049-PE0026","https://plataformadeevidencias.iadb.org/pt-br/tipos-solucoes/policiamento-comunitario,https://cebcp.org/evidence-based-policing/what-works-in-policing/research-evidence-review/community-policing/,https://www.college.police.uk/guidance/neighbourhood-policing,https://cebcp.org/evidence-based-policing/what-works-in-policing/research-evidence-review/community-policing/,https://www.jica.go.jp/Resource/brazil/portuguese/office/publications/c8h0vm000001w9k8-att/koban.pdf,https://www.npa.go.jp/english/keidai/Guidelines_of_Police_Policy/JapaneseCommunityPolice.pdf,https://discovery.ucl.ac.uk/id/eprint/1393275/2/Problem%20solving%20for%20neighbourhood%20policing%20v2.pdf,https://publications.iadb.org/es/publicacion/14233/calles-mas-seguras-estudios-de-policia-comunitaria-en-america-latina,https://www.policinginstitute.org/publication/engaging-communities-one-step-at-a-time/,https://portal.cops.usdoj.gov/resourcecenter/content.ashx/cops-w0901-pub.pdf",1,"59,17,68"
INI0049,Policiamiento de proximidad,"Los programas de policía de proximidad tienen como objetivo aumentar la presencia y visibilidad de los agentes de policía, ya sea en comunidades conflagradas o en localidades, barrios o regiones específicas caracterizadas por una elevada delincuencia, violencia o desórdenes, siempre con el objetivo de reducir significativamente estos indicadores. La policía de proximidad adquiere características específicas cuando se implementa en comunidades periféricas o en barrios urbanísticamente estructurados (comunidades de clase media). En el primer caso, la atención se centra en recuperar territorios dominados por facciones criminales, donde las fuerzas públicas han perdido su capacidad de actuación cotidiana. Para ello, se aumenta la presencia policial de forma permanente (""saturación policial"") con el fin de estabilizar el territorio y poner fin a las actividades asociadas a la delincuencia violenta. En el caso de la aplicación en zonas urbanas estructuradas, la atención se centra en reducir los delitos contra la propiedad, los peatones, las empresas y los hogares. Lo que tienen en común estas estrategias es que se centran en estimular la proximidad cotidiana entre los agentes de policía y los residentes, mejorando el trato entre los agentes y restando parte de su tiempo a la respuesta ante emergencias y a las patrullas tradicionales para dedicarlo a esta labor. Sin embargo, a diferencia del modelo de policía comunitaria, la policía de proximidad no presupone necesariamente la estructuración de métodos y espacios de diálogo y concertación entre la policía y la comunidad local, ni busca fortalecer las redes y los líderes comunitarios. Aun así, estas dos metodologías pueden combinarse y aplicarse de forma integrada. De hecho, el potencial preventivo de este tipo de intervención tiende a aumentar cuando se implementa en combinación con el uso de técnicas policiales orientadas a la resolución de problemas, técnicas de policía de barrio y estrategias de disuasión focalizadas.","Una revisión sistemática identificó tres evaluaciones de impacto sobre la eficacia de la policía de proximidad aplicada en comunidades conflagradas. En este caso, se logró una reducción de la letalidad policial. Sin embargo, el impacto sobre los homicidios dolosos y los robos no fue concluyente. Por otra parte, una revisión metaanalítica concluyó que las prácticas de ""actuación policial centrada geográficamente"" son capaces de provocar una reducción de la incidencia de la delincuencia en las zonas de tratamiento, en comparación con las zonas de control.",,mixed_evidence,"DC0002-PE0001,DC0004-PE0001,DC0041-PE0015,DC0041-PE0021,DC0002-PE0024","https://plataformadeevidencias.iadb.org/pt-br/casos-avaliados/unidades-de-policia-pacificadora-upps-do-rio-de-janeiro,https://documents1.worldbank.org/curated/en/760411468227666514/pdf/760110ESW0P12300Rio0de0Janeiro02013.pdf,https://periodicos.uff.br/revistaeconomica/article/view/35019/20273,https://www.argentina.gob.ar/seguridad/barriosseguros,https://repository.unimilitar.edu.co/bitstream/handle/10654/6339/Garc%C3%ADaVelandiaArielIgnacio2015.pdf?sequence=1&isAllowed=y,https://crimesolutions.ojp.gov/ratedpractices/99,https://revistaaber.org.br/rberu/article/view/68,https://www.segurancapresente.rj.gov.br,https://institutocidadesegura.com.br/wp-content/uploads/2019/09/03-Texto-Base-do-Pacto-Niter%C3%B3i-Pela-Paz.pdf,https://repositorio-aberto.up.pt/bitstream/10216/75609/2/31694.pdf",1,"59,17,68"
INI0050,"Red de vigilancia vecinal (""prevención colectiva"")","La estrategia de vigilancia vecinal, también llamada ""vigilancia del barrio"", hace referencia a un tipo de programa que promueve la creación de grupos locales de vigilancia que se establecen en los barrios de forma permanente. Estos grupos establecen asociaciones entre los ciudadanos y las fuerzas del orden en un esfuerzo por reducir diversos tipos de ""delincuencia de barrio"", como los desórdenes o los robos en viviendas. El principal objetivo de este tipo de programas era proporcionar ""ojos y oídos adicionales"" a la policía, así como establecer un grupo informal de vigilancia capaz de trabajar en colaboración con la policía. En este caso, la idea era que los residentes estuvieran más atentos a las actividades sospechosas y transmitieran información a la policía a tiempo, tanto sobre estas actividades como sobre consejos de prevención situacional (mejorar el equipamiento de seguridad de viviendas y edificios, por ejemplo). Actualmente, en muchos casos, estas estrategias se aplican en combinación con técnicas de policía de proximidad u otros programas destinados a aumentar el ""capital social"" de estas localidades para reducir su vulnerabilidad a la delincuencia y la violencia. Otra posible combinación es con estrategias de prevención de la delincuencia mediante el diseño urbano (CPTED).","La eficacia varía en función de cómo se mida (delincuencia registrada por la policía frente a victimización autodeclarada mediante encuestas de victimización). En concreto, una revisión sistemática concluyó que la práctica producía efectos positivos en la reducción de la delincuencia (principalmente robos y hurtos en domicilios y delitos contra la propiedad en general), pero ningún efecto en la victimización.",,mixed_evidence,"DC0041-PE0014,DC0041-PE0020","https://plataformadeevidencias.iadb.org/pt-br/tipos-solucoes/vigilancia-entre-vizinhos,https://bja.ojp.gov/sites/g/files/xyckuh186/files/Publications/NSA_NW_Manual.pdf,https://www.nnw.org/about-national-neigborhood-watch",1,"59,17,68"
INI0051,Policiamiento orientado a la resolución de problemas (POP),"La policía orientada a la resolución de problemas (POP) es un modelo de policía proactiva que utiliza el método SARA (Identificar, Analizar, Responder y Evaluar). Este tipo de intervención busca establecer un proceso a través del cual los problemas de seguridad son identificados, analizados y priorizados en profundidad, para luego definir acciones prioritarias capaces de abordar sus principales determinantes, generando una solución sostenible a dicho problema. Por su naturaleza, la aplicación del POP está generalmente asociada al desarrollo de respuestas basadas en proyectos integrados y multidisciplinares, que acaban involucrando, además de a las agencias policiales, a otros órganos y servicios públicos, así como a la propia comunidad.","Ha producido efectos positivos en la reducción de la delincuencia y el desorden urbano. Además, una revisión de la literatura sobre estrategias POP identificó que en el 57% de las estrategias POP exitosas, los agentes de policía utilizaron algún tipo de intervención de planificación urbana, promoviendo algún tipo de cambio en el entorno físico de la comunidad (estrategias CPTED).",,promising,"DC0004-PE0001,DC0004-PE0004,DC0023-PE0005,DC0040-PE0014,DC0042-PE0015,DC0023-PE0017,DC0043-PE0018,DC0040-PE0020,DC0042-PE0021,DC0023-PE0023","https://plataformadeevidencias.iadb.org/pt-br/tipos-solucoes/policiamento-orientado-por-problemas,https://www.college.police.uk/guidance/problem-solving-policing,https://www.rand.org/pubs/tools/TL261/better-policing-toolkit/all-strategies/problem-oriented-policing.html,https://www.centropop.org/,https://www.gob.mx/cms/uploads/attachment/file/542628/1_Modelo_POP.pdf,https://drive.google.com/file/d/1Fsz5jAu5HEH56gagEnD-gEgYAc-IOG-U/view,https://portal.cops.usdoj.gov/resourcecenter/content.ashx/cops-p018-pub.pdf,https://popcenter.asu.edu/pop-guides,https://popcenter.asu.edu/sites/default/files/implementing_and_sustaining_pop_a_guide.pdf,https://www.ojp.gov/pdffiles1/Digitization/111964NCJRS.pdf,https://www.taylorfrancis.com/chapters/mono/10.4324/9781351132350-2/panda-crime-reduction-model-jerry-ratcliffe",1,"68,65"
INI0052,Policiamiento en puntos calientes,"Se trata de una estrategia policial ostentosa, que se lleva a cabo patrullando determinados ""puntos calientes"" de la ciudad, es decir, microterritorios urbanos (como una manzana, una esquina o una plaza concretas) que concentran altos índices de delincuencia. La actuación policial en puntos calientes se basa en la llamada ""Ley de la Concentración Delictiva"", que demuestra que los delitos tienden a concentrarse de forma desproporcionada en pequeñas zonas de las ciudades, convergiendo en aquellos lugares que además concentran una serie de factores que facilitan la comisión de delitos, como la presencia de víctimas potenciales, la escasa vigilancia natural y la facilidad de huida. Esta estrategia policial aboga por una actuación preventiva en estos lugares, concentrando las patrullas en los puntos calientes identificados. En algunos casos, esta estrategia puede aplicarse en asociación con otras, como la policía orientada a la resolución de problemas (POP) o la prevención de la delincuencia mediante el diseño urbano (CPTED).","Ha tenido un efecto positivo en la reducción de la delincuencia en general, incluidos los delitos violentos, los delitos contra la propiedad, la alteración del orden público y los delitos relacionados con las drogas, sin evidencias de que haya provocado un desplazamiento de la actividad delictiva a otros territorios subyacentes.",,promising,"DC0041-PE0014,DC0041-PE0015,DC0041-PE0016,DC0041-PE0017,DC0041-PE0020,DC0041-PE0021,DC0041-PE0022,DC0041-PE0023","https://plataformadeevidencias.iadb.org/pt-br/tipos-solucoes/policiamento-em-pontos-quentes,https://www.college.police.uk/guidance/serious-violence-hot-spots-policing-guide,https://www.rand.org/pubs/tools/TL261/better-policing-toolkit/all-strategies/directed-patrolling.html,https://cebcp.org/evidence-based-policing/what-works-in-policing/research-evidence-review/hot-spots-policing/,https://onlinelibrary.wiley.com/doi/10.1111/1745-9125.12070,https://www.jratcliffe.net/_files/ugd/f5df24_ea7a745f8a37463ca568a3aa6fc4e65a.pdf,https://drive.google.com/file/d/1-j_Ot4u4E82QO-i1rUJiFVgT4Rdko-Qp/view?usp=drive_link",1,"64,68,45,53"
